,name,salary_from,salary_to,salary_currency,area_name,published_at
2309,Системный аналитик,,,,Москва,2022-12-23T14:06:52+0300
2310,Программист 1С,170000.0,,RUR,Москва,2022-12-23T12:23:24+0300
2311,Наладчик-оператор пищевого оборудования,37000.0,,RUR,Орел,2022-12-23T16:50:23+0300
2312,Архитектор MES,,,,Москва,2022-12-23T14:57:56+0300
2313,"Руководитель направления финансового планирования и анализа (Head of FP&A, Санкт Петербург)",,,,Воронеж,2022-12-23T12:03:15+0300
2314,Архитектор решений,,,,Нижний Новгород,2022-12-23T17:30:51+0300
2315,Middle Backend-разработчик PHP (Yii2),130000.0,,RUR,Москва,2022-12-23T15:43:02+0300
2316,Инженер сопровождения АБС ЦФТ,,,,Нижний Новгород,2022-12-23T14:57:26+0300
2317,Слесарь механосборочных работ,,70000.0,RUR,Самара,2022-12-23T13:09:23+0300
2318,Senior Java developer/Главный Джава разработчик (проект по разработке платформы),,,,Москва,2022-12-23T13:41:32+0300
2319,Маркетолог-аналитик,,,,Минск,2022-12-23T13:14:36+0300
2320,Ведущий / Главный специалист по разработке и сопровождению геоинформационной системы,,,,Санкт-Петербург,2022-12-23T13:21:04+0300
2321,Инженер-механик по ремонту двигателей/моторист,100000.0,,RUR,Зеленоград,2022-12-23T14:20:56+0300
2322,Главный специалист отдела финансово-юридического сопровождения,,,,Москва,2022-12-23T12:22:18+0300
2323,Фрезеровщик,55000.0,74000.0,RUR,Челябинск,2022-12-23T14:12:49+0300
2324,"Руководитель проектов (светотехническое оборудование) м. Автозаводская, м.Кожуховская",120000.0,,RUR,Москва,2022-12-23T13:21:27+0300
2325,"Токарь, г. Ростов-на-Дону",77200.0,,RUR,Азов,2022-12-23T16:08:47+0300
2326,"Ведущий механик / Механик, г. Ступино",40000.0,,RUR,Кашира,2022-12-23T12:27:31+0300
2327,Инженер-технолог-программист станков с ЧПУ (токарно-фрезерная обработка металла),80000.0,150000.0,RUR,Мурманск,2022-12-23T14:11:16+0300
2328,DevOps инженер,,,,Москва,2022-12-23T13:54:20+0300
2329,Сетевой инженер (направление ME),,,,Новосибирск,2022-12-23T12:28:43+0300
2330,Инженер-разработчик С (Linux FS),,,,Новосибирск,2022-12-23T17:16:52+0300
2331,Оператор станков с ЧПУ,63000.0,70000.0,RUR,Балашиха,2022-12-23T13:00:31+0300
2332,Электромеханик,70000.0,,RUR,Колпино,2022-12-23T13:40:24+0300
2333,Ведущий инженер-программист АСУТП,90000.0,,RUR,Уфа,2022-12-23T15:39:03+0300
2334,Шлифовщик по дереву,60000.0,,RUR,Ковров,2022-12-23T14:59:04+0300
2335,Электромеханик,70000.0,,RUR,Кировск (Ленинградская область),2022-12-23T13:40:19+0300
2336,Функциональный архитектор 1С,,,,Москва,2022-12-23T13:39:58+0300
2337,IT - аналитик систем ДБО (дистанционное банковское обслуживание),,,,Пермь,2022-12-23T14:02:08+0300
2338,Слесарь-механик по ремонту грузового транспорта и строительно-дорожных машин,65000.0,,RUR,Москва,2022-12-23T15:06:26+0300
2339,Ведущий разработчик Oracle,,,,Москва,2022-12-23T14:49:07+0300
2340,Техник монтажник слаботочных систем,,,,Сочи,2022-12-23T17:45:51+0300
2341,Фрезеровщик,50000.0,80000.0,RUR,Зеленоград,2022-12-23T12:13:45+0300
2342,Архитектор 1С,170000.0,175000.0,RUR,Новосибирск,2022-12-23T13:44:59+0300
2343,Наладчик оборудования (пивобезалкогольного производства),34000.0,50000.0,RUR,Брянск,2022-12-23T17:13:44+0300
2344,Электромеханик по лифтам,65000.0,,RUR,Санкт-Петербург,2022-12-23T13:46:03+0300
2345,Ведущий специалист по монтажу и обслуживанию слаботочных систем,56030.0,,RUR,Нижний Новгород,2022-12-23T17:35:11+0300
2346,Главный механик,77000.0,,RUR,Пенза,2022-12-23T14:10:26+0300
2347,Разработчик Oracle,,,,Самара,2022-12-23T14:47:04+0300
2348,Solution architect (Cloud Storage),,,,Москва,2022-12-23T14:58:39+0300
2349,Разработчик C++ (middle/senior),,,,Москва,2022-12-23T15:39:55+0300
2350,"Консультант 1С (блок ""зарплата"")",,,,Псков,2022-12-23T12:18:19+0300
2351,Специалист по техническому обслуживанию,40000.0,50000.0,RUR,Кемерово,2022-12-23T17:07:08+0300
2352,Ведущий консультант SAP MM/SD,,,,Троицк (Московская область),2022-12-23T15:18:19+0300
2353,Инженер-технолог-программист станков с ЧПУ (токарно-фрезерная обработка металла),80000.0,150000.0,RUR,Уфа,2022-12-23T14:11:16+0300
2354,Solution Architect,,,,Москва,2022-12-23T16:06:58+0300
2355,"Консультант 1С (блок ""зарплата"")",,,,Великий Новгород,2022-12-23T12:18:19+0300
2356,Рабочий по комплексному обслуживанию зданий и сооружений,950.0,,BYR,Жодино,2022-12-23T15:10:07+0300
2357,Сервисный инженер,33000.0,,RUR,Йошкар-Ола,2022-12-23T16:37:57+0300
2358,Руководитель ИТ-проектов (Градостроительство),,,,Москва,2022-12-23T15:46:54+0300
2359,Ведущий консультант SAP MM/SD,,,,Москва,2022-12-23T15:18:00+0300
2360,Архитектор 1С,170000.0,175000.0,RUR,Томск,2022-12-23T13:45:06+0300
2361,Оператор станков с ЧПУ,55000.0,60000.0,RUR,Домодедово,2022-12-23T15:27:52+0300
2362,"Разработчик C, ядро Linux",,,,Томск,2022-12-23T16:37:23+0300
2363,Технический директор / руководитель отдела сервиса,70000.0,,RUR,Иваново (Ивановская область),2022-12-23T15:44:54+0300
2364,Разработчик Android,,,,Красноярск,2022-12-23T17:10:44+0300
2365,Специалист службы технической поддержки,40000.0,,RUR,Москва,2022-12-23T14:17:24+0300
2366,Технический писатель,,,,Обнинск,2022-12-23T14:07:13+0300
2367,Бизнес-аналитик 1С,80000.0,,RUR,Ростов-на-Дону,2022-12-23T12:08:00+0300
2368,Инженер-механик (линейный),,,,Барань,2022-12-23T14:11:32+0300
2369,Педагог информационных технологий и технологий виртуальной реальности,45000.0,54000.0,RUR,Кудрово,2022-12-23T14:45:59+0300
2370,Токарь 3-5 разряда,45000.0,,RUR,Кемерово,2022-12-23T12:36:26+0300
2371,Инженер по поддержке микросервисного стека (kubernetes),,,,Москва,2022-12-23T13:58:41+0300
2372,Механик ГПМ,50000.0,,RUR,Пенза,2022-12-23T14:10:26+0300
2373,Заточник,68000.0,,RUR,Королев,2022-12-23T17:10:54+0300
2374,QA Automation engineer / Специалист по автоматизированному тестированию (Java),,,,Москва,2022-12-23T12:14:21+0300
2375,Монтажник связи (инсталлятор),65000.0,,RUR,Троицк (Московская область),2022-12-23T16:37:55+0300
2376,PR-специалист,50000.0,,RUR,Екатеринбург,2022-12-23T14:59:41+0300
2377,Специалист технической поддержки,,,,Елец,2022-12-23T15:41:03+0300
2378,Программист 1C (Автомобильный Холдинг),,,,Красноярск,2022-12-23T13:39:54+0300
2379,SAP Hybris developer,,,,Москва,2022-12-23T17:03:31+0300
2380,Senior Developer/ Программист / Разработчик,135000.0,,RUR,Санкт-Петербург,2022-12-23T17:02:19+0300
2381,Аналитик ИТ,,,,Минск,2022-12-23T17:18:41+0300
2382,Токарь,45000.0,50000.0,RUR,Зеленодольск (Республика Татарстан),2022-12-23T15:06:57+0300
2383,Эксперт кибербезопасности,,,,Москва,2022-12-23T15:10:55+0300
2384,Менеджер проектов,,,,Чебоксары,2022-12-23T12:10:59+0300
2385,Инженер-программист микроконтроллеров,,,,Санкт-Петербург,2022-12-23T17:01:45+0300
2386,Столяр-станочник,35000.0,,RUR,Белгород,2022-12-23T15:19:51+0300
2387,Инженер по информационной безопасности,,,,Ижевск,2022-12-23T12:05:32+0300
2388,Инженер-механик,50000.0,120000.0,RUR,Москва,2022-12-23T14:43:45+0300
2389,Сервисный архитектор/Сервис-менеджер,,,,Москва,2022-12-23T15:46:19+0300
2390,Выездной мастер по ремонту телефонов Samsung (Сервисный инженер),90000.0,,RUR,Москва,2022-12-23T16:26:46+0300
2391,Администратор систем BigData,,,,Москва,2022-12-23T15:19:59+0300
2392,Инженер по планированию производства,,40000.0,RUR,Ростов-на-Дону,2022-12-23T15:26:24+0300
2393,Начальник отдела АСУ,80000.0,80000.0,RUR,Тюмень,2022-12-23T14:39:13+0300
2394,Главный эксперт кибербезопасности,,,,Москва,2022-12-23T15:06:21+0300
2395,Программист 1С,80000.0,,RUR,Томск,2022-12-23T12:42:08+0300
2396,Руководитель продукта 1С,200000.0,,RUR,Москва,2022-12-23T14:43:36+0300
2397,Наладчик - оператор линии по производству рафинада,37000.0,,RUR,Орел,2022-12-23T16:50:23+0300
2398,Ведущий системный аналитик / DBA разработчик / Аналитик данных,4000.0,,BYR,Минск,2022-12-23T17:18:50+0300
2399,Администратор Linux,,,,Москва,2022-12-23T12:20:05+0300
2400,Руководитель службы технического заказчика,,,,Казань,2022-12-23T15:58:50+0300
2401,Программист 1С,,100000.0,RUR,Санкт-Петербург,2022-12-23T16:47:34+0300
2402,Программист 1С,,,,Благовещенск (Амурская область),2022-12-23T14:08:04+0300
2403,Android разработчик,,,,Гродно,2022-12-23T14:10:47+0300
2404,Инженер технической поддержки,36000.0,36000.0,RUR,Яр-Сале,2022-12-23T13:44:47+0300
2405,Старший разработчик БД PostgreSQL,,,,Воронеж,2022-12-23T16:10:08+0300
2406,Программист 1С,,,,Воронеж,2022-12-23T16:51:40+0300
2407,.net Разработчик,,,,Омск,2022-12-23T13:10:50+0300
2408,Программист 1С (ERP),,250000.0,RUR,Москва,2022-12-23T15:41:01+0300
2409,C/C++ developer (PON),,,,Новосибирск,2022-12-23T12:11:54+0300
2410,Старший программист 1С,,,,Краснодар,2022-12-23T14:06:05+0300
2411,Главный специалист по информационной безопасности,,,,Москва,2022-12-23T17:43:57+0300
2412,PHP developer,,,,Москва,2022-12-23T14:08:44+0300
2413,Оператор станка,35000.0,,RUR,Торжок,2022-12-23T12:18:59+0300
2414,Системный администратор Linux,150000.0,,RUR,Санкт-Петербург,2022-12-23T13:35:00+0300
2415,Team Lead Network and Voice Operations team,,,,Москва,2022-12-23T14:13:20+0300
2416,Руководитель проектов по информационной безопасности,,,,Москва,2022-12-23T15:46:48+0300
2417,Инженер-механик (линейный),,,,Жабинка,2022-12-23T13:47:02+0300
2418,"Резчик на пилах, ножовках и станках",45000.0,,RUR,Казань,2022-12-23T16:55:53+0300
2419,Менеджер проектов,40000.0,90000.0,RUR,Иркутск,2022-12-23T14:17:12+0300
2420,"Преподаватель для детей по курсу ""С++""",,,,Алматы,2022-12-23T12:12:24+0300
2421,Инженер-системотехник (планирование и управление технологической инфраструктурой),,,,Минск,2022-12-23T15:31:07+0300
2422,Программист 1C,150000.0,,RUR,Екатеринбург,2022-12-23T13:54:54+0300
2423,Системный аналитик,,,,Минск,2022-12-23T17:18:37+0300
2424,Автотестировщик / QA Auto (senior),,,,Москва,2022-12-23T13:19:26+0300
2425,Solution Architect,,,,Минск,2022-12-23T14:06:03+0300
2426,QA инженер (backend),,,,Уфа,2022-12-23T12:11:16+0300
2427,"Консультант 1С (блок ""зарплата"")",,,,Ярославль,2022-12-23T12:18:19+0300
2428,Аналитик 1С (Удалённо),,,,Калининград,2022-12-23T12:42:58+0300
2429,Senior / Middle программист 1С,200000.0,250000.0,RUR,Москва,2022-12-23T14:04:58+0300
2430,"Консультант 1С (блок ""зарплата"")",,,,Липецк,2022-12-23T12:18:18+0300
2431,Фрезеровщик,40000.0,45000.0,RUR,Зеленодольск (Республика Татарстан),2022-12-23T15:07:38+0300
2432,Монтажник\Сервис-Инженер,45000.0,,RUR,Санкт-Петербург,2022-12-23T16:29:43+0300
2433,Senior Data Analyst,,,,Москва,2022-12-23T16:23:11+0300
2434,Bitrix 24 - разработчик (предоставляем жилье),,,,Сочи,2022-12-23T15:59:40+0300
2435,Java-разработчик (middle+/senior),,,,Сочи,2022-12-23T13:10:46+0300
2436,Системный администратор,,,,Кингисепп,2022-12-23T12:48:29+0300
2437,Проектировщик охранно-пожарной сигнализации,,,,Братск,2022-12-23T12:48:02+0300
2438,Системный администратор,51000.0,,RUR,Шебекино,2022-12-23T13:40:25+0300
2439,Системный архитектор,,,,Москва,2022-12-23T15:47:05+0300
2440,Системный администратор Oracle,,,,Краснодар,2022-12-23T13:24:18+0300
2441,Специалист по защите информации (группа проектирования),,,,Санкт-Петербург,2022-12-23T13:39:04+0300
2442,Middle Java developer на продукт NetScout (Big Data),,,,Москва,2022-12-23T13:07:36+0300
2443,Старший разработчик БД ETL,,,,Воронеж,2022-12-23T16:09:46+0300
2444,Android разработчик,,,,Витебск,2022-12-23T14:10:46+0300
2445,Разработчик C++ (middle/senior),,,,Санкт-Петербург,2022-12-23T15:39:58+0300
2446,Главный механик (Забайкальский край),,,,Барнаул,2022-12-23T13:56:28+0300
2447,Инженер-механик (линейный),,,,Городок (Витебская область),2022-12-23T14:11:32+0300
2448,Специалист по поддержке пользователей Битрикс 24,,,,Краснодар,2022-12-23T12:42:04+0300
2449,NOC Engineer,,,,Ташкент,2022-12-23T12:21:16+0300
2450,Инженер-механик (линейный),,,,Витебск,2022-12-23T13:47:02+0300
2451,Специалист по информационной безопасности,,,,Санкт-Петербург,2022-12-23T13:58:40+0300
2452,Оператор плазменной резки,40000.0,40000.0,RUR,Набережные Челны,2022-12-23T14:43:52+0300
2453,Актуарий (моделирование в немоторных видах страхования),,,,Москва,2022-12-23T17:42:24+0300
2454,Оператор станка с ЧПУ,,,,Обнинск,2022-12-23T14:06:44+0300
2455,Программист 1C (ЗУП),,250000.0,RUR,Москва,2022-12-23T15:41:20+0300
2456,Старший RTL-разработчик,200000.0,,RUR,Красноярск,2022-12-23T16:05:22+0300
2457,Специалист голосовой поддержки пользователей,33200.0,46400.0,RUR,Елабуга,2022-12-23T12:21:33+0300
2458,Senior / Middle Разработчик ASP.NET (Web Forms),,,,Москва,2022-12-23T16:26:26+0300
2459,Программист-разработчик 1С,170000.0,,RUR,Москва,2022-12-23T16:22:31+0300
2460,QA инженер (backend),,,,Омск,2022-12-23T12:11:16+0300
2461,Оператор наладчик токарного-фрезерного станка с ЧПУ,80000.0,110000.0,RUR,Санкт-Петербург,2022-12-23T14:11:16+0300
2462,Инженер-разработчик С (Linux Kernel),,,,Новосибирск,2022-12-23T17:21:10+0300
2463,Ведущий специалист по обеспечению безопасности дорожного движения,60000.0,,RUR,Красноярск,2022-12-23T13:40:04+0300
2464,Senior Digital Planner,,,,Москва,2022-12-23T13:53:20+0300
2465,Специалист по сопровождению 1С,70000.0,500000.0,KZT,Петропавловск,2022-12-23T13:09:20+0300
2466,Android developer на продукт МТС Аналитика (Big Data),,,,Москва,2022-12-23T13:07:36+0300
2467,"Консультант 1С (блок ""зарплата"")",,,,Симферополь,2022-12-23T12:18:18+0300
2468,Наладчик станков с ЧПУ,70000.0,140000.0,RUR,Москва,2022-12-23T12:47:09+0300
2469,Аналитик L3 SOC,,,,Москва,2022-12-23T12:46:23+0300
2470,Full Stack Node.js/Vue.js developer,,,,Минск,2022-12-23T17:20:08+0300
2471,Наладчик технологического оборудования,,,,Зеленоград,2022-12-23T12:14:24+0300
2472,Senior Android Developer,,,,Кипр,2022-12-23T17:45:48+0300
2473,Digital Planner,,,,Москва,2022-12-23T13:53:33+0300
2474,Ведущий разработчик,,,,Екатеринбург,2022-12-23T14:28:29+0300
2475,Оператор-наладчик координатно-пробивного станка,,,,Москва,2022-12-23T15:40:40+0300
2476,Инженер-монтажник,50000.0,,RUR,Сургут,2022-12-23T13:46:49+0300
2477,Электромеханик по обслуживанию и ремонту ПС и механооборудования (г. Норильск),100000.0,110000.0,RUR,Новосибирск,2022-12-23T15:21:37+0300
2478,Solution Architect,,,,Санкт-Петербург,2022-12-23T15:25:49+0300
2479,Разработчик 1С,,,,Москва,2022-12-23T17:14:33+0300
2480,Программист 1С,,,,Иркутск,2022-12-23T14:08:04+0300
2481,Слесарь-наладчик,45000.0,50000.0,RUR,Новосибирск,2022-12-23T14:10:59+0300
2482,Инженер технической поддержки,50000.0,70000.0,RUR,Химки,2022-12-23T12:43:56+0300
2483,Senior Java разработчик,,,,Томск,2022-12-23T13:49:36+0300
2484,Системный аналитик (JDA Автозаказ),3800.0,,BYR,Минск,2022-12-23T17:18:21+0300
2485,Педагог информационных технологий и технологий виртуальной реальности,45000.0,54000.0,RUR,Всеволожск,2022-12-23T14:45:59+0300
2486,Помощник оператора плазменной резки,40000.0,,RUR,Казань,2022-12-23T16:55:53+0300
2487,"Ведущий консультант SAP, модуль CO/FI (контроллинг/финансы)",,,,Москва,2022-12-23T15:48:39+0300
2488,Ведущий инженер-разработчик РЭА,80000.0,100000.0,RUR,Санкт-Петербург,2022-12-23T16:05:19+0300
2489,Technical animator,,,,Москва,2022-12-23T12:08:16+0300
2490,Ведущий консультант SAP MM/SD,,,,Одинцово,2022-12-23T15:18:10+0300
2491,Специалист по осмотру грузовой и спецтехники,50000.0,75000.0,RUR,Ярославль,2022-12-23T17:10:22+0300
2492,Машинист холодильных установок (АХУ),34000.0,45000.0,RUR,Липецк,2022-12-23T17:10:36+0300
2493,Регулировщик РЭА и приборов,65000.0,,RUR,Зеленоград,2022-12-23T12:13:15+0300
2494,Сервисный инженер,,,,Москва,2022-12-23T12:37:05+0300
2495,Senior QA manual (Москва),,,,Москва,2022-12-23T12:17:30+0300
2496,Сервисный инженер / Мастер по ремонту оборудования,150000.0,250000.0,KZT,Актау,2022-12-23T15:10:41+0300
2497,Оператор станков с ЧПУ,63000.0,70000.0,RUR,Щелково,2022-12-23T13:00:31+0300
2498,Lead Game Designer,,,,Москва,2022-12-23T15:49:33+0300
2499,Механик по ремонту и обслуживанию электромеханического оборудования,,,,Москва,2022-12-23T15:29:40+0300
2500,Токарь,,,,Нефтекамск,2022-12-23T17:10:50+0300
2501,NOC Engineer,,,,Баку,2022-12-23T12:21:16+0300
2502,Консультант MS Dynamics AX,,,,Москва,2022-12-23T12:47:46+0300
2503,Инженер по технической поддержке,40000.0,,RUR,Москва,2022-12-23T14:18:13+0300
2504,Аналитик-методолог,,,,Москва,2022-12-23T14:21:40+0300
2505,Инженер по технической поддержке,40000.0,,RUR,Москва,2022-12-23T14:17:52+0300
2506,IOS разработчик,,,,Могилев,2022-12-23T14:10:47+0300
2507,Сопровождение и развитие ПК QUIK,,,,Санкт-Петербург,2022-12-23T14:18:57+0300
2508,Инженер-монтажник,50000.0,,RUR,Новокузнецк,2022-12-23T13:46:49+0300
2509,Ведущий специалист по информационной безопасности,,,,Нижний Новгород,2022-12-23T12:50:44+0300
2510,Главный экономист Отдела анализа и планирования,63000.0,70000.0,RUR,Казань,2022-12-23T14:50:53+0300
2511,Ведущий консультант SAP MM/SD,,,,Подольск (Московская область),2022-12-23T15:18:14+0300
2512,Ведущий консультант SAP MM/SD,,,,Наро-Фоминск,2022-12-23T15:18:04+0300
2513,"Консультант 1С (блок ""зарплата"")",,,,Саратов,2022-12-23T12:18:17+0300
2514,"Дизайнер-консультант (ул. Суворова, 10)",25000.0,,RUR,Пенза,2022-12-23T17:14:36+0300
2515,"Системный администратор (СКР, СХД)",,,,Москва,2022-12-23T15:39:48+0300
2516,Токарь,,,,Обнинск,2022-12-23T14:07:17+0300
2517,"Консультант 1С (блок ""зарплата"")",,,,Нижний Новгород,2022-12-23T12:18:19+0300
2518,Android разработчик,,,,Брест,2022-12-23T14:10:46+0300
2519,"Консультант 1С (блок ""зарплата"")",,,,Краснодар,2022-12-23T12:18:18+0300
2520,"C# Developer, Real Estate Advisory, Data & Solutions",,,,Москва,2022-12-23T16:22:21+0300
2521,Senior Consultant in IT Technology group,,,,Ташкент,2022-12-23T17:52:06+0300
2522,"Консультант 1С (блок ""зарплата"")",,,,Брянск,2022-12-23T12:18:18+0300
2523,Токарь (4 разряд),45000.0,,RUR,Краснодар,2022-12-23T16:10:18+0300
2524,Райтер,,,,Москва,2022-12-23T12:25:28+0300
2525,Инженер по электроприводу,,,,Владимир,2022-12-23T16:25:21+0300
2526,"Консультант 1С (""зарплата"")",,,,Санкт-Петербург,2022-12-23T12:18:18+0300
2527,"Консультант 1С (блок ""зарплата"")",,,,Белгород,2022-12-23T12:18:18+0300
2528,Senior Security Assessment Specialist,,,,Москва,2022-12-23T13:51:42+0300
2529,Старший инженер подключения услуг,,70000.0,RUR,Москва,2022-12-23T13:28:07+0300
2530,NOC Engineer,,,,Кишинёв,2022-12-23T12:21:16+0300
2531,DevOps-инженер,,,,Санкт-Петербург,2022-12-23T16:53:13+0300
2532,Программист 1С,,,,Свободный,2022-12-23T14:08:04+0300
2533,DevOps Engineer,,,,Новосибирск,2022-12-23T12:11:48+0300
2534,Аналитик информационной безопасности,,,,Москва,2022-12-23T17:12:09+0300
2535,Выездной инженер-механик по обслуживанию и ремонту спецтехники,100000.0,,RUR,Новый Уренгой,2022-12-23T16:15:19+0300
2536,Сервисный инженер (дорожно-строительная техника),45000.0,,RUR,Краснодар,2022-12-23T16:20:27+0300
2537,Инженер-технолог (создание спецификаций в 1С),35000.0,,RUR,Пермь,2022-12-23T15:25:46+0300
2538,Начальник отдела менеджмента качества,,,,Пермь,2022-12-23T14:00:57+0300
2539,Специалист голосовой поддержки пользователей,33200.0,46400.0,RUR,Нижнекамск,2022-12-23T12:21:35+0300
2540,Администратор СУБД Oracle,,,,Москва,2022-12-23T15:13:46+0300
2541,Педагог информационных технологий и технологий виртуальной реальности,45000.0,54000.0,RUR,Мурино,2022-12-23T14:45:59+0300
2542,"Консультант 1С (блок ""зарплата"")",,,,Санкт-Петербург,2022-12-23T12:18:18+0300
2543,Специалист по продаже недвижимости (Новостройки),70000.0,150000.0,RUR,Сочи,2022-12-23T17:31:37+0300
2544,Инженер-механик,35000.0,,RUR,Тихорецк,2022-12-23T17:15:50+0300
2545,Ведущий инженер по промышленной безопасности,,,,Старый Оскол,2022-12-23T15:52:15+0300
2546,Senior Java Developer (удаленно),,,,Москва,2022-12-23T15:08:02+0300
2547,Senior Data Analyst,,,,Москва,2022-12-23T13:50:02+0300
2548,Инженер-разработчик С (Linux FS),,,,Санкт-Петербург,2022-12-23T17:16:52+0300
2549,Программист 1С (удаленно),100000.0,160000.0,RUR,Москва,2022-12-23T13:05:46+0300
2550,Chief Information Security Officer (Рекламная платформа),,,,Москва,2022-12-23T15:45:01+0300
2551,"Системный архитектор (ООО ""ТРАНССОФТТЕЛЕМАТИКА"")",,,,Москва,2022-12-23T12:29:44+0300
2552,Педагог информационных технологий и технологий виртуальной реальности,45000.0,54000.0,RUR,Санкт-Петербург,2022-12-23T14:45:59+0300
2553,Фрезеровщик,,47500.0,RUR,Ростов-на-Дону,2022-12-23T15:26:23+0300
2554,"Консультант 1С (блок ""зарплата"")",,,,Набережные Челны,2022-12-23T12:18:17+0300
2555,Техник по подключению абонентов ( инсталятор ),40000.0,,RUR,Челябинск,2022-12-23T14:36:07+0300
2556,"Консультант 1С (блок ""зарплата"")",,,,Челябинск,2022-12-23T12:18:17+0300
2557,Администратор БД Oracle,,,,Москва,2022-12-23T12:20:05+0300
2558,Ведущий SRE-инженер,,,,Москва,2022-12-23T14:58:08+0300
2559,Mobile Application Security Specialist,,,,Москва,2022-12-23T13:50:27+0300
2560,Токарь 4 разряда 5 разряда на станках 1ИС611В,50000.0,60000.0,RUR,Москва,2022-12-23T16:05:56+0300
2561,Программист 1C,,,,Москва,2022-12-23T16:51:23+0300
2562,Руководитель проектов АСУ ТП,90000.0,,RUR,Казань,2022-12-23T15:42:08+0300
2563,IOS разработчик,,,,Гродно,2022-12-23T14:10:46+0300
2564,IOS разработчик,,,,Гомель,2022-12-23T14:10:46+0300
2565,"Консультант 1С (блок ""зарплата"")",,,,Казань,2022-12-23T12:18:19+0300
2566,Middle/Senior 3D Animator (Gamedev),,,,Москва,2022-12-23T13:52:09+0300
2567,Инженер-механик (линейный),,,,Каменец,2022-12-23T13:47:02+0300
2568,Ведущий инженер по промышленной безопасности,,,,Белгород,2022-12-23T15:52:31+0300
2569,Диспетчер (Оперативный руководитель бригады электроментеров),40000.0,40000.0,RUR,Ростов-на-Дону,2022-12-23T15:14:59+0300
2570,"Консультант 1С (""зарплата"")",,,,Ижевск,2022-12-23T12:18:19+0300
2571,Разработчик СЭД DIRECTUM (Главный специалист),,,,Благовещенск (Амурская область),2022-12-23T14:08:04+0300
2572,Консультант 1С \ Аналитик 1С (удаленно),,,,Казань,2022-12-23T12:58:44+0300
2573,Системный администратор Linux,50000.0,,RUR,Челябинск,2022-12-23T13:43:33+0300
2574,Android разработчик,,,,Могилев,2022-12-23T14:10:46+0300
2575,"Консультант 1С (блок ""зарплата"")",,,,Курск,2022-12-23T12:18:18+0300
2576,Разработчик СЭД DIRECTUM (Главный специалист),,,,Свободный,2022-12-23T14:08:05+0300
2577,Технический писатель,40000.0,,RUR,Тула,2022-12-23T15:19:11+0300
2578,Программист 1С,,,,Хабаровск,2022-12-23T14:08:05+0300
2579,Программист Битрикс24,,,,Краснодар,2022-12-23T12:41:59+0300
2580,Data Scientist (Senior),,,,Москва,2022-12-23T17:02:47+0300
2581,"Консультант 1C ERP: внедрение, поддержка и развитие системы. Модуль Документооборот",,,,Москва,2022-12-23T16:05:03+0300
2582,Разработчик 1С БУХ/ЗУП (удаленно),130000.0,130000.0,RUR,Санкт-Петербург,2022-12-23T12:12:46+0300
2583,1С Программист,120000.0,,RUR,Краснодар,2022-12-23T16:55:56+0300
2584,Администратор СУБД GreenPlum,,,,Москва,2022-12-23T15:07:59+0300
2585,Ведущий инженер отдела технического обеспечения (телефония),50000.0,,RUR,Пермь,2022-12-23T14:01:37+0300
2586,Разработчик 1С БУХ/ЗУП (удаленно),130000.0,130000.0,RUR,Краснодар,2022-12-23T12:13:04+0300
2587,IOS разработчик,,,,Брест,2022-12-23T14:10:46+0300
2588,Senior Frontend разработчик Angular,,,,Минск,2022-12-23T14:10:46+0300
2589,Системный аналитик 1С,3200.0,,BYR,Минск,2022-12-23T17:18:12+0300
2590,Android разработчик,,,,Гомель,2022-12-23T14:10:46+0300
2591,"Инженер группы сервисного обслуживания (СКУД, СОТС, СВН)",,,,Долгопрудный,2022-12-23T13:03:00+0300
2592,Разработчик DIRECTUM RX (удаленно),,,,Калининград,2022-12-23T16:23:00+0300
2593,Solution Architect,,,,Минск,2022-12-23T16:00:34+0300
2594,Инженер-разработчик С (Linux Kernel),,,,Санкт-Петербург,2022-12-23T17:21:10+0300
2595,Оператор на токарный станок с ЧПУ,,45000.0,RUR,Ростов-на-Дону,2022-12-23T15:26:23+0300
2596,"Консультант 1С (блок ""зарплата"")",,,,Уфа,2022-12-23T12:18:18+0300
2597,"Консультант 1С (блок ""зарплата"")",,,,Волгоград,2022-12-23T12:18:18+0300
2598,Токарь 5 разряда,36000.0,,RUR,Пермь,2022-12-23T16:04:50+0300
2599,Токарь-универсал,1500.0,,BYR,Гродно,2022-12-23T13:39:00+0300
2600,Токарь 4 разряда-6 разряда,40000.0,70000.0,RUR,Москва,2022-12-23T16:06:34+0300
2601,"Консультант 1С (блок ""зарплата"")",,,,Йошкар-Ола,2022-12-23T12:18:18+0300
2602,Ведущий разработчик MS Dynamics АХ,,,,Москва,2022-12-23T12:48:33+0300
2603,Инженер-механик (линейный),,,,Витебск,2022-12-23T14:11:32+0300
2604,Токарь 5 разряда,135000.0,,RUR,Когалым,2022-12-23T16:04:49+0300
2605,Заведующий отделением дерматовенерологии/косметологии,,,,Челябинск,2022-12-23T15:08:31+0300
2606,Электромеханик по обслуживанию и ремонту подъемных сооружений и механооборудования (г. Норильск),100000.0,110000.0,RUR,Уфа,2022-12-23T15:21:37+0300
2607,Senior C# developer,2500.0,,USD,Турция,2022-12-23T14:09:33+0300
2608,Senior Automation QA Engineer (Java) / Автотестировщик (с навыками ручного тестирования),,,,Москва,2022-12-23T12:14:25+0300
