,name,salary_from,salary_to,salary_currency,area_name,published_at
1591,Системный аналитик,,,,Москва,2022-12-23T15:02:01+0300
1592,Токарь,50000.0,,RUR,Светлый,2022-12-23T17:11:47+0300
1593,Системный аналитик DWH,,,,Краснодар,2022-12-23T17:10:40+0300
1594,Токарь 4 разряд,80000.0,,RUR,Тула,2022-12-23T17:18:46+0300
1595,Оператор-наладчик фрезерных станков с ЧПУ на стойках Фанук и Балт систем,45000.0,,RUR,Киров (Кировская область),2022-12-23T16:24:04+0300
1596,Senior product manager (Low-code and integration platform),,,,Санкт-Петербург,2022-12-23T16:50:02+0300
1597,QA Automation Engineer / Специалист по автоматизированному тестированию + manual (Remote),,,,Баку,2022-12-23T14:59:55+0300
1598,Оператор наладчик токарного-фрезерного станка с ЧПУ,80000.0,110000.0,RUR,Ростов-на-Дону,2022-12-23T14:11:16+0300
1599,Junior Data Scientist (Стажер),,,,Томск,2022-12-23T12:56:44+0300
1600,Бизнес-аналитик,,,,Екатеринбург,2022-12-23T15:41:03+0300
1601,Монтажник РЭА и приборов,45000.0,,RUR,Копейск,2022-12-23T15:59:00+0300
1602,IT-специалист (КриптоПро),150.0,,RUR,Москва,2022-12-23T14:30:10+0300
1603,Эксперт по информационным технологиям(отдел цифровых решений),,,,Москва,2022-12-23T15:58:43+0300
1604,Специалист по администрированию ИС,,,,Москва,2022-12-23T17:20:16+0300
1605,"Системный администратор, Техподдержка",,,,Москва,2022-12-23T17:35:29+0300
1606,Рабочий на производство,30000.0,50000.0,RUR,Челябинск,2022-12-23T14:13:41+0300
1607,Инженер по поддержке информационных систем,55000.0,60000.0,RUR,Москва,2022-12-23T16:42:58+0300
1608,Копирайтер,,,,Воронеж,2022-12-23T17:21:31+0300
1609,Сетевой инженер,,,,Санкт-Петербург,2022-12-23T15:01:30+0300
1610,Technical writer/Технический писатель,,,,Москва,2022-12-23T17:28:26+0300
1611,Начинающий инженер связи,40000.0,,RUR,Набережные Челны,2022-12-23T16:12:13+0300
1612,Оператор-наладчик токарного станка с ЧПУ,75000.0,90000.0,RUR,Нижний Новгород,2022-12-23T14:17:44+0300
1613,Руководитель IT проекта (Группа анализа и развития цифровых каналов),,,,Москва,2022-12-23T16:31:56+0300
1614,Ведущий инженер отдела технической поддержки,91390.0,91390.0,RUR,Нижний Новгород,2022-12-23T17:33:56+0300
1615,Старший системный администратор,115000.0,,RUR,Москва,2022-12-23T13:26:53+0300
1616,Эксперт по информационным технологиям,,,,Новосибирск,2022-12-23T15:58:25+0300
1617,Frontend-разработчик Vue (middle),,,,Москва,2022-12-23T12:54:34+0300
1618,Инженер 1 категории/Ведущий инженер,,,,Краснодар,2022-12-23T15:37:30+0300
1619,Backend разработчик (удаленно),150000.0,,RUR,Москва,2022-12-23T13:42:23+0300
1620,Системный аналитик,,,,Волгоград,2022-12-23T17:10:39+0300
1621,Механик по выпуску / ремонту автомобилей / дорожно-строительной техники,130000.0,140000.0,RUR,Минеральные Воды,2022-12-23T12:19:26+0300
1622,"Руководитель направления финансового планирования и анализа (Head of FP&A, Санкт Петербург)",,,,Самара,2022-12-23T12:03:15+0300
1623,Администратор IT проектов,,,,Москва,2022-12-23T14:37:20+0300
1624,DevOps инженер,,,,Тбилиси,2022-12-23T17:53:06+0300
1625,Техник,60000.0,70000.0,RUR,Зеленоград,2022-12-23T12:15:02+0300
1626,Инженер-конструктор пресс-форм,100000.0,,RUR,Еткуль,2022-12-23T15:43:32+0300
1627,Заместитель начальника управления информационных технологий,,,,Ставрополь,2022-12-23T16:51:29+0300
1628,Kanban Coach,,,,Москва,2022-12-23T14:44:19+0300
1629,QA инженер (mobile),,,,Уфа,2022-12-23T12:11:16+0300
1630,Программист,,,,Москва,2022-12-23T15:52:04+0300
1631,Специалист поддержки ассортимента,,39000.0,RUR,Краснодар,2022-12-23T17:17:30+0300
1632,Монтажник РЭА и приборов,45000.0,,RUR,Еманжелинск,2022-12-23T15:59:00+0300
1633,Токарь,50000.0,,RUR,Калининград,2022-12-23T17:11:47+0300
1634,Системный аналитик (История операций в СберБанк Онлайн),,,,Новосибирск,2022-12-23T13:03:18+0300
1635,Инженер-разработчик клиентских приложений Афиша.Daily,,,,Москва,2022-12-23T12:33:45+0300
1636,DevOps инженер,,,,Казань,2022-12-23T16:10:19+0300
1637,Инженер-программист,50000.0,,RUR,Волгоград,2022-12-23T15:00:38+0300
1638,Инженер по поддержке информационных систем,55000.0,60000.0,RUR,Волгоград,2022-12-23T16:42:58+0300
1639,React Native разработчик (ДОМ24),,,,Москва,2022-12-23T15:27:32+0300
1640,Аналитик ETL,,,,Москва,2022-12-23T16:30:31+0300
1641,Токарь на DИП 300,60000.0,80000.0,RUR,Ростов-на-Дону,2022-12-23T13:14:44+0300
1642,Разработчик Oracle (PL/SQL),,,,Москва,2022-12-23T16:26:26+0300
1643,Инженер-программист 1С,80000.0,,RUR,Челябинск,2022-12-23T13:49:17+0300
1644,Системный аналитик,,,,Москва,2022-12-23T17:16:33+0300
1645,Инженер-программист С++ (железо),120000.0,,RUR,Зеленоград,2022-12-23T14:41:31+0300
1646,Аналитик закупочной деятельности,,,,Москва,2022-12-23T15:04:57+0300
1647,Координатор/руководитель проектов в отдел разработки электронных курсов,60000.0,80000.0,RUR,Москва,2022-12-23T13:00:04+0300
1648,Старший системный администратор Linux,120000.0,,RUR,Санкт-Петербург,2022-12-23T16:31:08+0300
1649,Гравёр,55700.0,55700.0,RUR,Санкт-Петербург,2022-12-23T17:01:54+0300
1650,Ведущий инженер отдела строительства (объектов связи),62300.0,,RUR,Краснодар,2022-12-23T16:00:32+0300
1651,Оператор станка с ЧПУ,80000.0,150000.0,RUR,Санкт-Петербург,2022-12-23T14:10:49+0300
1652,Специалист по презентациям (дизайнер),,,,Москва,2022-12-23T17:55:00+0300
1653,Менеджер по развитию бренда работодателя,,,,Москва,2022-12-23T12:09:49+0300
1654,Аналитик по интернет-продажам,,,,Алматы,2022-12-23T12:56:57+0300
1655,Ведущий аналитик по мониторингу и анализу ассортимента,85000.0,100000.0,RUR,Санкт-Петербург,2022-12-23T15:29:02+0300
1656,Ведущий инженер электросвязи,,,,Москва,2022-12-23T16:36:32+0300
1657,Токарь,70000.0,,RUR,Зеленоград,2022-12-23T16:20:37+0300
1658,Токарь,110000.0,,RUR,Омск,2022-12-23T12:40:10+0300
1659,Бизнес-аналитик,,,,Краснодар,2022-12-23T15:20:10+0300
1660,Инженер отдела автоматизации,50000.0,,RUR,Казань,2022-12-23T16:20:44+0300
1661,Инженер по эксплуатации базовых станций и транспортной сети,,,,Санкт-Петербург,2022-12-23T17:10:44+0300
1662,Технолог Цифровой Передачи Данных в Бюро Кредитных Историй,,,,Москва,2022-12-23T14:45:16+0300
1663,Инженер слаботочных систем,52000.0,,RUR,Зверево,2022-12-23T14:54:06+0300
1664,Инженер-программист,,,,Санкт-Петербург,2022-12-23T13:24:53+0300
1665,Главный специалист (Java-разработчик),,,,Москва,2022-12-23T13:48:13+0300
1666,Оператор-программист станков с ЧПУ,100000.0,150000.0,RUR,Павловское (городской округ Домодедово),2022-12-23T17:32:27+0300
1667,Копирайтер,80000.0,100000.0,RUR,Москва,2022-12-23T16:37:56+0300
1668,Оператор станка с ЧПУ,80000.0,150000.0,RUR,Великий Новгород,2022-12-23T14:10:49+0300
1669,Senior .Net Developer,,,,Нижний Новгород,2022-12-23T14:18:55+0300
1670,Инженер-наладчик КИПиА,,,,Жуковский,2022-12-23T13:12:07+0300
1671,Инженер КИПиА в ЖКХ,55000.0,,RUR,Санкт-Петербург,2022-12-23T15:20:18+0300
1672,Инженер-программист 1 категории / Программист,50000.0,,RUR,Волгоград,2022-12-23T15:01:31+0300
1673,Техник по обслуживанию зданий,,,,Кострома,2022-12-23T15:46:01+0300
1674,Оператор станков с ПУ,80000.0,,RUR,Москва,2022-12-23T14:38:20+0300
1675,Тестировщик-автоматизатор,,,,Москва,2022-12-23T14:06:32+0300
1676,Электромеханик (группа обслуживания производственного оборудования),,,,Зеленоград,2022-12-23T17:32:42+0300
1677,Ведущий специалист по внедрению информационных систем,120000.0,,RUR,Москва,2022-12-23T13:30:16+0300
1678,Руководитель ИТ-отдела,,,,Ростов-на-Дону,2022-12-23T17:55:43+0300
1679,"Java-разработчик (Процессинг, проект миграции)",,,,Москва,2022-12-23T17:34:30+0300
1680,Инженер по сопровождению информационных систем,,,,Самара,2022-12-23T12:15:13+0300
1681,Системный аналитик (СберБизнес),,,,Москва,2022-12-23T13:30:04+0300
1682,Java developer (middle),,,,Москва,2022-12-23T13:29:01+0300
1683,Специалист голосовой поддержки пользователей,33200.0,46400.0,RUR,Псков,2022-12-23T17:04:34+0300
1684,Инженер по обслуживанию подвижного состава,65000.0,,RUR,Москва,2022-12-23T13:25:46+0300
